bus id,source,destination,distance,fare,time,day,date
9544,Jeevanbhima Nagar,Yamare Village,21404,58,15:20,Wednesday,07-02-2024
9545,Jeevanbhima Nagar,Sompura Gate,19334,50,07:00,Tuesday,26-02-2024
9546,Jeevanbhima Nagar,Sarjapura,19444,55,06:00,Friday,22-02-2024
9547,Jeevanbhima Nagar,Trinity Circle (Church),17997,22,18:40,Saturday,03-02-2024
9548,Jeevanbhima Nagar,Frazer Town (Post Office),23822,38,18:20,Sunday,19-02-2024
9549,Jeevanbhima Nagar,Sarai Palya (Vidyasagar Cross),15705,35,18:10,Wednesday,20-02-2024
9550,Jeevanbhima Nagar,St Johns Hospital,15704,30,23:10,Thursday,26-02-2024
9551,Jeevanbhima Nagar,Krupanidhi College,14636,34,02:40,Saturday,29-02-2024
9552,Jeevanbhima Nagar,Vivek Nagar Cross,17681,35,00:40,Friday,06-02-2024
9553,Jeevanbhima Nagar,Sonkad Gate,17128,43,15:20,Tuesday,16-02-2024
9554,Jeevanbhima Nagar,Electronic City (Hosur Rd),16710,35,18:20,Sunday,10-02-2024
9555,Jeevanbhima Nagar,Madiwala Market,18639,30,13:50,Tuesday,07-02-2024
9556,Jeevanbhima Nagar,Byatarayanapura Police Station,18125,35,20:30,Sunday,16-02-2024
9557,Jeevanbhima Nagar,BWSSB Quaters,19756,44,09:20,Wednesday,11-02-2024
9558,Jeevanbhima Nagar,M.G. RD (Manipal Centre),21575,50,03:40,Sunday,09-02-2024
9559,Jeevanbhima Nagar,Muttanalur Cross,21456,44,10:00,Monday,04-02-2024
9560,Indira Nagar Police Station,Philips (Ulsoor Lake),26320,52,16:40,Friday,28-02-2024
9561,Indira Nagar Police Station,Binnamangala,14962,25,15:40,Friday,28-02-2024
9562,Indira Nagar Police Station,Benniganahalli,17214,27,09:30,Tuesday,19-02-2024
9563,Indira Nagar Police Station,Cantonment RLWY Station,23003,39,20:30,Friday,13-02-2024
9564,Indira Nagar Police Station,Depot - 10,28186,40,07:40,Friday,25-02-2024
9565,Indira Nagar Police Station,Varthurkodi,26823,40,22:30,Saturday,08-02-2024
9566,Indira Nagar Police Station,Marathahalli (Jn. Vartur and O,20991,55,11:30,Monday,26-02-2024
9567,Indira Nagar Police Station,Raja Rajeshwari Talkies,22085,39,05:00,Sunday,11-02-2024
9568,Indira Nagar Police Station,Koramangala (Jn. Ejipura RD),23190,39,21:10,Friday,18-02-2024
9569,Indira Nagar Police Station,GPO,22024,37,21:10,Tuesday,21-02-2024
9570,Indira Nagar Police Station,Koramangala (80 FT RD),8081,22,02:30,Friday,10-02-2024
9571,Indira Nagar Police Station,Koramangala (SONY World),9536,27,18:00,Saturday,23-02-2024
9572,Indira Nagar Police Station,Kaggadasapura Jn (Big Bazaar),19597,85,19:40,Monday,21-02-2024
9573,Indira Nagar Police Station,K. R. Puram Rlwy Station,21451,37,00:30,Friday,22-02-2024
9574,Indira Nagar Police Station,ITI Bus Stop,19605,37,22:10,Friday,17-02-2024
9575,Indira Nagar Police Station,Vannar Pete,9182,20,16:30,Thursday,28-02-2024
9576,Indira Nagar Police Station,Passport Office,11378,24,13:50,Saturday,23-02-2024
9577,Indira Nagar Police Station,Ashwath Nagar (Telecom Colony),22118,39,05:40,Saturday,25-02-2024
9578,Indira Nagar Police Station,Hennur Bande,18721,22,21:40,Wednesday,11-02-2024
9579,Indira Nagar Police Station,8th Mile (Tumkur RD),13519,35,15:10,Monday,27-02-2024
9580,Indira Nagar Police Station,White Field Post Office,18782,37,23:50,Thursday,09-02-2024
9581,Indira Nagar Police Station,Amanath Bank Stop,8983,20,01:00,Sunday,10-02-2024
9582,Indira Nagar Police Station,Hennur Cross,20290,37,06:40,Thursday,28-02-2024
9583,Indira Nagar Police Station,Venketeshpuram02,5679,15,11:50,Friday,23-02-2024
9584,Indira Nagar Police Station,Govardhan Turning,3344,5,11:50,Monday,21-02-2024
9585,Indira Nagar Police Station,M E I Factory,4946,15,11:20,Saturday,08-02-2024
9586,Indira Nagar Police Station,Dasarahalli (Tumkur Rd),4841,10,14:40,Monday,28-02-2024
9587,Indira Nagar Police Station,Bowring Institute (SBI),6863,15,16:30,Friday,12-02-2024
9588,Indira Nagar Police Station,Siddapur,11358,24,01:20,Wednesday,13-02-2024
9589,Indira Nagar Police Station,NGV Center,11664,22,12:10,Wednesday,08-02-2024
9590,Indira Nagar Police Station,Koramangala 1st Block,8550,22,03:50,Friday,13-02-2024
9591,Indira Nagar Police Station,Coles park,10248,22,18:50,Friday,18-02-2024
9592,Indira Nagar Police Station,Fraser town (Doddi stop),7294,22,23:10,Saturday,15-02-2024
9593,Indira Nagar Police Station,MEI (Tumkur RD),9151,25,02:20,Monday,23-02-2024
9594,Indira Nagar Police Station,Jalahalli Cross,8054,17,23:30,Wednesday,05-02-2024
9595,Indira Nagar Police Station,Basaveshwara Circle (L.H.),10521,19,06:20,Saturday,12-02-2024
9596,Indira Nagar Police Station,Richmond Circle (Opp Bangalore,11186,30,02:30,Saturday,02-02-2024
9597,Indira Nagar Police Station,Kathariguppe,7089,15,01:40,Sunday,09-02-2024
9598,Indira Nagar Police Station,Madiwala Masjid,3670,10,20:50,Saturday,25-02-2024
9599,Indira Nagar Police Station,Adugodi Police Quarters,3111,5,22:50,Tuesday,02-02-2024
9600,Indira Nagar Police Station,Lake Side Hospital,1361,5,03:20,Monday,17-02-2024
9601,Indira Nagar Police Station,Bangalore Club (Richmond Circl,3141,5,14:10,Friday,04-02-2024
9602,Indira Nagar Police Station,Domlur,5650,15,14:40,Thursday,14-02-2024
9603,Indira Nagar Police Station,Halasuru (Ulsoor) Lake,4977,15,10:10,Tuesday,19-02-2024
9604,Indira Nagar Police Station,Yeshwantpur Junction,4373,10,15:20,Wednesday,26-02-2024
9605,Indira Nagar Police Station,Brigade Road (St Patricks Chur,1482,0,18:50,Thursday,10-02-2024
9606,Indira Nagar Police Station,Kogillu Cross,4252,10,09:30,Sunday,24-02-2024
9607,Indira Nagar Police Station,Jeevanbhima Nagar,4481,10,19:30,Sunday,19-02-2024
9608,Indira Nagar Police Station,J.C. Nagar,2863,10,04:50,Sunday,14-02-2024
9609,Indira Nagar Police Station,K.G. Halli,6784,25,13:40,Monday,16-02-2024
9610,Indira Nagar Police Station,Govindapura Cross,8311,25,23:40,Thursday,01-02-2024
9611,Indira Nagar Police Station,Arabic college,14734,42,17:20,Wednesday,26-02-2024
9612,Indira Nagar Police Station,Kengeri,9655,22,13:40,Friday,18-02-2024
9613,Indira Nagar Police Station,Mylasandra (Mysore Raod),12584,29,15:30,Friday,07-02-2024
9614,Indira Nagar Police Station,Corporation (Kalinga RD),8960,22,22:10,Sunday,09-02-2024
9615,Indira Nagar Police Station,Corporation Office,6379,20,13:50,Tuesday,21-02-2024
9616,Indira Nagar Police Station,IIM-B,10601,24,00:50,Tuesday,07-02-2024
9617,Indira Nagar Police Station,Lalbagh Main Gate,18571,37,03:10,Monday,12-02-2024
9618,Indira Nagar Police Station,Purnima Bus Stop,12115,24,22:50,Saturday,14-02-2024
9619,Indira Nagar Police Station,G.D. Marra (J.P. Nagar 3rd Ph),12074,24,22:10,Wednesday,12-02-2024
9620,Indira Nagar Police Station,BTM Check Post,18296,37,10:20,Friday,13-02-2024
9621,Indira Nagar Police Station,BIAL Bus Stop,16125,36,01:30,Tuesday,09-02-2024
9622,Indira Nagar Police Station,Malleshwaram 18th Cross,17676,36,12:40,Tuesday,11-02-2024
9623,Indira Nagar Police Station,Madiwala (Check Post),14933,34,20:30,Sunday,10-02-2024
9624,Indira Nagar Police Station,Bangalore University Gate,15574,39,05:40,Thursday,17-02-2024
9625,Indira Nagar Police Station,Panthara palya,15638,30,22:30,Wednesday,08-02-2024
9626,Indira Nagar Police Station,Vinayaka Stop,20713,37,05:40,Wednesday,22-02-2024
9627,Indira Nagar Police Station,Jaraganhalli,19108,37,04:50,Thursday,07-02-2024
9628,Indira Nagar Police Station,Metro Mall (Kanakapura RD),19109,37,17:50,Monday,15-02-2024
9629,Indira Nagar Police Station,Sarakki Gate,18453,37,09:30,Sunday,19-02-2024
9630,Indira Nagar Police Station,Jayadeva (Opp Shoppers Stop),17178,36,20:50,Sunday,13-02-2024
9631,Indira Nagar Police Station,Byatarayanapura (Blry RD),17553,36,16:20,Friday,23-02-2024
9632,Indira Nagar Police Station,Esteem Mall,20820,37,23:10,Wednesday,04-02-2024
9633,Indira Nagar Police Station,Jal Bhavan (Bannerghatta RD),20358,37,04:00,Sunday,12-02-2024
9634,Indira Nagar Police Station,Kodihalli,22202,37,14:10,Monday,04-02-2024
9635,Indira Nagar Police Station,Electric Stop (Manipal Center),21086,37,21:50,Sunday,28-02-2024
9636,Indira Nagar Police Station,Cunnighama Road,18041,36,21:40,Saturday,05-02-2024
9637,Indira Nagar Police Station,Jn. of Koramangala 80ft RD,14201,35,19:10,Monday,13-02-2024
9638,Indira Nagar Police Station,Bommanahalli,20135,37,03:10,Wednesday,26-02-2024
9639,Indira Nagar Police Station,Hotel Windsor Manor (Le Meride,10735,27,14:50,Sunday,20-02-2024
9640,Indira Nagar Police Station,Halasuru (Ulsoor),7430,25,03:20,Saturday,05-02-2024
9641,Indira Nagar Police Station,Taj Residency,8660,27,02:00,Friday,22-02-2024
9642,Indira Nagar Police Station,Agara,14111,32,07:10,Saturday,19-02-2024
9643,Indira Nagar Police Station,Accenture,13300,32,22:10,Friday,21-02-2024
9644,Indira Nagar Police Station,Kalyananagar,12817,32,01:20,Friday,27-02-2024
9645,Indira Nagar Police Station,Infosys (Parking Lot),10981,27,18:40,Thursday,01-02-2024
9646,Indira Nagar Police Station,Corporation (Kasturba Road),13819,32,06:30,Monday,09-02-2024
9647,Indira Nagar Police Station,Hotel Le Meridean,18438,37,07:20,Monday,16-02-2024
9648,Indira Nagar Police Station,Military Accounts Office (Trin,22698,42,11:20,Friday,22-02-2024
9649,Indira Nagar Police Station,Command Hospital,18111,44,08:30,Tuesday,06-02-2024
9650,Indira Nagar Police Station,Hotel Leela Palace (Opp Royal,18256,44,19:50,Sunday,13-02-2024
9651,Indira Nagar Police Station,Borewell (Marathahali RD),14402,37,00:00,Sunday,28-02-2024
9652,Indira Nagar Police Station,Central Silk Board (Hosur RD),13576,35,13:00,Monday,24-02-2024
9653,Indira Nagar Police Station,Minerva Circle,7623,23,17:50,Thursday,01-02-2024
9654,Indira Nagar Police Station,Marathalli Bridge,7132,17,17:00,Friday,22-02-2024
9655,Indira Nagar Police Station,HAL Main Gate (OPP),6577,15,22:30,Monday,08-02-2024
9656,Indira Nagar Police Station,Koramangala Water tank,4857,15,14:40,Tuesday,25-02-2024
9657,Indira Nagar Police Station,Jn.of Sarjapur RD,6298,20,05:00,Monday,29-02-2024
9658,Indira Nagar Police Station,Intel,5065,15,02:40,Thursday,26-02-2024
9659,Indira Nagar Police Station,Marathahalli Bridge (ORR),4698,15,21:00,Friday,03-02-2024
9660,Indira Nagar Police Station,Chikkalasandra Bus Stand,4550,10,07:20,Saturday,18-02-2024
9661,Indira Nagar Police Station,Padmanabhanagara,5282,10,17:30,Tuesday,21-02-2024
9662,Indira Nagar Police Station,Dalmiya Circle (J.P. Nagar 3rd,3134,5,12:50,Monday,05-02-2024
9663,Indira Nagar Police Station,Vijaya College,4238,10,00:30,Wednesday,23-02-2024
9664,Indira Nagar Police Station,Kalyananagar,4027,10,16:00,Wednesday,14-02-2024
9665,Indira Nagar Police Station,Kempe Gowda Bus Station,3103,5,06:10,Sunday,16-02-2024
9666,Indira Nagar Police Station,Hotel Grand Ashoka,2281,5,13:20,Thursday,25-02-2024
9667,Indira Nagar Police Station,Rajajinagar/Navaranga,8252,15,05:30,Saturday,29-02-2024
9668,Indira Nagar Police Station,Malleshwaram Bus Station,6724,15,14:10,Wednesday,07-02-2024
9669,Indira Nagar Police Station,Sadashivanagar Bhashyam Circle,12696,32,13:00,Friday,19-02-2024
9670,Indira Nagar Police Station,Kuvempu Nagar (BTM Layout),3970,10,18:30,Thursday,21-02-2024
9671,Indira Nagar Police Station,Bamboo Bazaar,7900,17,22:00,Saturday,04-02-2024
9672,Indira Nagar Police Station,Coles RD (Jn. Of Netaji RD),8714,17,04:50,Wednesday,25-02-2024
9673,Indira Nagar Police Station,Venketeshpuram01,8762,17,13:40,Saturday,29-02-2024
9674,Indira Nagar Police Station,Thanisandra Petrol Bunk,10264,19,09:20,Monday,06-02-2024
9675,Indira Nagar Police Station,RK Hegde nagar,11525,19,20:10,Wednesday,06-02-2024
9676,Indira Nagar Police Station,Diamond District,5749,15,17:50,Saturday,28-02-2024
9677,Indira Nagar Police Station,Shivaji Nagar Bus Station,5395,10,06:30,Friday,05-02-2024
9678,Indira Nagar Police Station,Vasanth Nagar (Ambedkar Bhavan,5828,10,01:40,Thursday,07-02-2024
9679,Indira Nagar Police Station,K Narayanapura Cross (RK Hegde,8005,17,12:00,Monday,25-02-2024
9680,Indira Nagar Police Station,RAK Apartments,7717,17,00:20,Friday,26-02-2024
9681,Indira Nagar Police Station,Thinnasandra,9457,17,05:40,Sunday,18-02-2024
9682,Indira Nagar Police Station,Gubbi Cross,13782,34,22:10,Monday,13-02-2024
9683,Indira Nagar Police Station,Geddalahalli,10721,25,02:50,Friday,09-02-2024
9684,Indira Nagar Police Station,Vidyasagar Cross (Sarai palya),6621,10,09:20,Tuesday,25-02-2024
9685,Indira Nagar Police Station,Thinnasandra Petrol Bunk,12205,32,06:40,Friday,07-02-2024
9686,Indira Nagar Police Station,Jn. Of Nagavara,8737,17,20:10,Sunday,02-02-2024
9687,Indira Nagar Police Station,Railway Gate (Frazer Town),8266,17,16:20,Friday,15-02-2024
9688,Indira Nagar Police Station,P and T Colony,7626,23,02:30,Wednesday,23-02-2024
9689,Indira Nagar Police Station,CSI Hospital,9186,17,12:40,Friday,13-02-2024
9690,Indira Nagar Police Station,Gandhi Statue (Chinnaswami),12424,32,02:20,Thursday,29-02-2024
9691,Indira Nagar Police Station,Spice Garden,12140,32,12:30,Tuesday,06-02-2024
9692,Indira Nagar Police Station,Kundalahalli Gate,9867,30,10:40,Monday,17-02-2024
9693,Indira Nagar Police Station,Museum road,9970,30,10:40,Thursday,23-02-2024
9694,Indira Nagar Police Station,Clarence School,10377,30,07:50,Friday,12-02-2024
9695,Indira Nagar Police Station,Charles School Bus Stop,14447,34,01:20,Monday,28-02-2024
9696,Indira Nagar Police Station,Lingarajpura,13566,42,04:10,Monday,27-02-2024
9697,Indira Nagar Police Station,Hosur Bande,16501,34,13:10,Thursday,15-02-2024
9698,Indira Nagar Police Station,Byrthi Bande,12328,35,18:40,Monday,03-02-2024
9699,Indira Nagar Police Station,Bible College,17295,36,12:00,Thursday,02-02-2024
9700,Indira Nagar Police Station,Kadasonnapanahalli,12259,35,08:30,Friday,20-02-2024
9701,Indira Nagar Police Station,Jyothi School,13735,40,09:00,Wednesday,18-02-2024
9702,Indira Nagar Police Station,Siddagunta Palya,14089,40,15:40,Tuesday,08-02-2024
9703,Indira Nagar Police Station,Tin Factory,12868,40,20:50,Friday,04-02-2024
9704,Indira Nagar Police Station,Kacharakanahalli,15118,42,09:40,Tuesday,17-02-2024
9705,Indira Nagar Police Station,K.R. Puram Bus Stand,14549,40,19:30,Tuesday,03-02-2024
9706,Indira Nagar Police Station,Siddaguntapalya Cross,13611,35,16:50,Monday,17-02-2024
9707,Indira Nagar Police Station,Trinity Circle (TAJ RESIDENCY),12748,35,06:10,Saturday,18-02-2024
9708,Indira Nagar Police Station,ST John's Hospital,14655,40,18:50,Thursday,13-02-2024
9709,Indira Nagar Police Station,Garuda Mall,16585,50,17:20,Sunday,05-02-2024
9710,Indira Nagar Police Station,M.G. Road (Mayo Hall),17060,50,06:40,Wednesday,14-02-2024
9711,Indira Nagar Police Station,Hennur (Bagalur RD),16990,36,13:40,Sunday,21-02-2024
9712,Indira Nagar Police Station,Kothanur,17681,36,04:30,Wednesday,29-02-2024
9713,Indira Nagar Police Station,Church Cross (Bagalur RD),20656,37,17:00,Tuesday,04-02-2024
9714,Indira Nagar Police Station,Chakkalatti,19295,37,04:20,Sunday,12-02-2024
9715,Indira Nagar Police Station,Bagalur,17250,36,15:30,Sunday,01-02-2024
9716,Indira Nagar Police Station,State Bank  (Electronic City),15076,45,18:00,Thursday,28-02-2024
9717,Indira Nagar Police Station,Koodlu Gate,19815,37,02:20,Monday,15-02-2024
9718,Indira Nagar Police Station,Konappana Agarahara,16593,42,14:00,Thursday,23-02-2024
9719,Indira Nagar Police Station,Anepalya,13085,35,05:00,Tuesday,27-02-2024
9720,Indira Nagar Police Station,Adugodi,12902,35,02:30,Friday,23-02-2024
9721,Indira Nagar Police Station,Ayyappaswami Temple (Madiwala),13165,35,03:40,Friday,23-02-2024
9722,Indira Nagar Police Station,Tavakal Mosque,29574,40,06:50,Friday,18-02-2024
9723,Indira Nagar Police Station,Dell Complex,24957,59,07:30,Sunday,06-02-2024
9724,Indira Nagar Police Station,Indian Express,34384,42,15:40,Thursday,03-02-2024
9725,Indira Nagar Police Station,HSR Layout (BDA Complex),31193,41,00:30,Thursday,11-02-2024
9726,Indira Nagar Police Station,DELL Complex (Hero Honda),28043,54,09:20,Thursday,16-02-2024
9727,Indira Nagar Police Station,Singasandra,22666,39,04:20,Saturday,16-02-2024
9728,Indira Nagar Police Station,P.E.S. College,19315,40,23:50,Tuesday,28-02-2024
9729,Indira Nagar Police Station,Junnasandara Gate,16095,40,13:50,Thursday,26-02-2024
9730,Indira Nagar Police Station,Dodda Kannelli,16803,50,21:20,Sunday,10-02-2024
9731,Indira Nagar Police Station,Ambedkar Nagar (Sarjapura Rd),21401,37,18:50,Monday,13-02-2024
9732,Indira Nagar Police Station,Kodathi Gate,19729,40,13:40,Friday,04-02-2024
9733,Indira Nagar Police Station,Shoole Kunte,24135,39,12:30,Wednesday,29-02-2024
9734,Indira Nagar Police Station,Choudenahall Gate,26251,54,11:30,Saturday,21-02-2024
9735,Indira Nagar Police Station,Chambenahalli Gate,20988,52,15:20,Saturday,12-02-2024
9736,Indira Nagar Police Station,Depot - 15,20655,53,05:00,Thursday,28-02-2024
9737,Indira Nagar Police Station,Ibbalur,17434,43,16:30,Monday,02-02-2024
9738,Indira Nagar Police Station,Dommasandra Circle,24114,42,18:30,Monday,22-02-2024
9739,Indira Nagar Police Station,Yamare Village,23016,60,10:10,Saturday,01-02-2024
9740,Indira Nagar Police Station,Sompura Gate,18682,52,09:30,Thursday,29-02-2024
9741,Indira Nagar Police Station,Sarjapura,20024,50,09:10,Thursday,14-02-2024
9742,Indira Nagar Police Station,Trinity Circle (Church),17983,75,23:00,Sunday,01-02-2024
9743,Indira Nagar Police Station,Frazer Town (Post Office),26848,40,16:00,Saturday,25-02-2024
9744,Indira Nagar Police Station,Sarai Palya (Vidyasagar Cross),12361,20,03:20,Friday,10-02-2024
9745,Indira Nagar Police Station,St Johns Hospital,14606,43,04:10,Friday,05-02-2024
9746,Indira Nagar Police Station,Krupanidhi College,17662,36,09:20,Sunday,08-02-2024
9747,Indira Nagar Police Station,Vivek Nagar Cross,14437,37,15:20,Sunday,16-02-2024
9748,Indira Nagar Police Station,Sonkad Gate,18740,45,11:50,Saturday,06-02-2024
9749,Indira Nagar Police Station,Electronic City (Hosur Rd),15797,45,05:00,Monday,07-02-2024
9750,Indira Nagar Police Station,Madiwala Market,18329,60,22:40,Tuesday,26-02-2024
9751,Indira Nagar Police Station,Byatarayanapura Police Station,19985,40,14:40,Wednesday,12-02-2024
9752,Indira Nagar Police Station,BWSSB Quaters,22787,37,13:40,Saturday,21-02-2024
9753,Indira Nagar Police Station,M.G. RD (Manipal Centre),24596,39,19:30,Friday,13-02-2024
9754,Indira Nagar Police Station,Muttanalur Cross,25696,60,09:40,Tuesday,04-02-2024
9755,J.C. Nagar,Philips (Ulsoor Lake),18852,35,08:30,Thursday,06-02-2024
9756,J.C. Nagar,Binnamangala,16200,30,02:30,Friday,08-02-2024
9757,J.C. Nagar,Benniganahalli,16519,35,05:00,Tuesday,11-02-2024
9758,J.C. Nagar,Cantonment RLWY Station,16602,34,03:40,Monday,01-02-2024
9759,J.C. Nagar,Depot - 10,24097,39,02:50,Monday,24-02-2024
9760,J.C. Nagar,Varthurkodi,22733,39,12:10,Wednesday,03-02-2024
9761,J.C. Nagar,Marathahalli (Jn. Vartur and O,17496,0,07:10,Monday,27-02-2024
9762,J.C. Nagar,Raja Rajeshwari Talkies,16774,0,16:10,Sunday,07-02-2024
9763,J.C. Nagar,Koramangala (Jn. Ejipura RD),21010,37,07:00,Friday,05-02-2024
9764,J.C. Nagar,GPO,17822,36,00:50,Friday,06-02-2024
9765,J.C. Nagar,Koramangala (80 FT RD),9903,24,23:10,Friday,13-02-2024
9766,J.C. Nagar,Koramangala (SONY World),11902,25,19:00,Saturday,26-02-2024
9767,J.C. Nagar,Kaggadasapura Jn (Big Bazaar),19554,37,01:30,Friday,28-02-2024
9768,J.C. Nagar,K. R. Puram Rlwy Station,16154,34,20:40,Saturday,21-02-2024
9769,J.C. Nagar,ITI Bus Stop,13453,32,04:40,Friday,13-02-2024
9770,J.C. Nagar,Vannar Pete,10402,30,17:50,Friday,04-02-2024
9771,J.C. Nagar,Passport Office,14596,34,06:40,Thursday,01-02-2024
9772,J.C. Nagar,Ashwath Nagar (Telecom Colony),19300,37,23:20,Tuesday,01-02-2024
9773,J.C. Nagar,Hennur Bande,18248,55,20:10,Friday,16-02-2024
9774,J.C. Nagar,8th Mile (Tumkur RD),14757,40,14:50,Wednesday,03-02-2024
9775,J.C. Nagar,White Field Post Office,12231,32,11:20,Monday,06-02-2024
9776,J.C. Nagar,Amanath Bank Stop,11301,24,18:40,Tuesday,11-02-2024
9777,J.C. Nagar,Hennur Cross,14648,25,19:30,Saturday,06-02-2024
9778,J.C. Nagar,Venketeshpuram02,7555,25,21:50,Wednesday,17-02-2024
9779,J.C. Nagar,Govardhan Turning,4377,10,04:00,Thursday,28-02-2024
9780,J.C. Nagar,M E I Factory,8289,20,03:50,Thursday,13-02-2024
9781,J.C. Nagar,Dasarahalli (Tumkur Rd),5993,20,07:40,Friday,07-02-2024
9782,J.C. Nagar,Bowring Institute (SBI),8771,22,04:30,Friday,18-02-2024
9783,J.C. Nagar,Siddapur,9302,19,15:30,Thursday,13-02-2024
9784,J.C. Nagar,NGV Center,13982,25,00:50,Monday,22-02-2024
9785,J.C. Nagar,Koramangala 1st Block,11367,30,12:00,Thursday,13-02-2024
9786,J.C. Nagar,Coles park,12950,35,07:30,Wednesday,17-02-2024
9787,J.C. Nagar,Fraser town (Doddi stop),10111,30,10:30,Monday,01-02-2024
9788,J.C. Nagar,MEI (Tumkur RD),12901,35,21:40,Thursday,20-02-2024
9789,J.C. Nagar,Jalahalli Cross,9206,22,04:10,Tuesday,02-02-2024
9790,J.C. Nagar,Basaveshwara Circle (L.H.),11674,24,08:10,Friday,25-02-2024
9791,J.C. Nagar,Richmond Circle (Opp Bangalore,15107,45,23:30,Tuesday,08-02-2024
9792,J.C. Nagar,Kathariguppe,5233,15,11:10,Wednesday,17-02-2024
9793,J.C. Nagar,Madiwala Masjid,4822,15,10:30,Wednesday,10-02-2024
9794,J.C. Nagar,Adugodi Police Quarters,4349,10,10:50,Sunday,20-02-2024
9795,J.C. Nagar,Lake Side Hospital,2493,10,15:10,Thursday,07-02-2024
9796,J.C. Nagar,Bangalore Club (Richmond Circl,3336,10,09:00,Saturday,28-02-2024
9797,J.C. Nagar,Domlur,3793,10,12:40,Wednesday,21-02-2024
9798,J.C. Nagar,Halasuru (Ulsoor) Lake,3121,10,20:40,Thursday,17-02-2024
9799,J.C. Nagar,Yeshwantpur Junction,6600,20,17:00,Tuesday,04-02-2024
9800,J.C. Nagar,Brigade Road (St Patricks Chur,4033,10,23:30,Monday,29-02-2024
9801,J.C. Nagar,Kogillu Cross,2582,10,15:40,Thursday,05-02-2024
9802,J.C. Nagar,Jeevanbhima Nagar,2296,5,20:40,Saturday,05-02-2024
9803,J.C. Nagar,Indira Nagar Police Station,1737,5,17:30,Saturday,26-02-2024
9804,J.C. Nagar,K.G. Halli,7075,20,09:50,Thursday,29-02-2024
9805,J.C. Nagar,Govindapura Cross,8511,25,12:30,Tuesday,16-02-2024
9806,J.C. Nagar,Arabic college,7249,25,14:50,Friday,24-02-2024
9807,J.C. Nagar,Kengeri,8846,17,21:50,Tuesday,14-02-2024
9808,J.C. Nagar,Mylasandra (Mysore Raod),10387,22,08:10,Saturday,24-02-2024
9809,J.C. Nagar,Corporation (Kalinga RD),8344,17,00:00,Tuesday,25-02-2024
9810,J.C. Nagar,Corporation Office,6591,15,01:30,Tuesday,03-02-2024
9811,J.C. Nagar,IIM-B,9803,19,04:40,Thursday,02-02-2024
9812,J.C. Nagar,Lalbagh Main Gate,10364,30,09:20,Sunday,22-02-2024
9813,J.C. Nagar,Purnima Bus Stop,11816,20,08:40,Sunday,12-02-2024
9814,J.C. Nagar,G.D. Marra (J.P. Nagar 3rd Ph),11275,20,11:40,Monday,18-02-2024
9815,J.C. Nagar,BTM Check Post,10089,25,14:10,Wednesday,07-02-2024
9816,J.C. Nagar,BIAL Bus Stop,9756,25,21:00,Saturday,16-02-2024
9817,J.C. Nagar,Malleshwaram 18th Cross,9072,25,07:30,Tuesday,02-02-2024
9818,J.C. Nagar,Madiwala (Check Post),8121,25,14:00,Tuesday,22-02-2024
9819,J.C. Nagar,Bangalore University Gate,12629,32,18:00,Monday,10-02-2024
9820,J.C. Nagar,Panthara palya,13200,32,10:50,Saturday,24-02-2024
9821,J.C. Nagar,Vinayaka Stop,14312,32,16:40,Tuesday,01-02-2024
9822,J.C. Nagar,Jaraganhalli,12448,32,17:50,Thursday,03-02-2024
9823,J.C. Nagar,Metro Mall (Kanakapura RD),13616,32,06:20,Sunday,15-02-2024
9824,J.C. Nagar,Sarakki Gate,10246,30,04:40,Thursday,25-02-2024
9825,J.C. Nagar,Jayadeva (Opp Shoppers Stop),10640,30,00:50,Sunday,21-02-2024
9826,J.C. Nagar,Byatarayanapura (Blry RD),10835,30,07:30,Friday,25-02-2024
9827,J.C. Nagar,Esteem Mall,16613,34,14:10,Sunday,11-02-2024
9828,J.C. Nagar,Jal Bhavan (Bannerghatta RD),13999,32,02:10,Sunday,11-02-2024
9829,J.C. Nagar,Kodihalli,15735,40,01:40,Thursday,23-02-2024
9830,J.C. Nagar,Electric Stop (Manipal Center),17358,36,07:50,Saturday,05-02-2024
9831,J.C. Nagar,Cunnighama Road,13952,34,19:30,Sunday,18-02-2024
9832,J.C. Nagar,Jn. of Koramangala 80ft RD,11399,30,16:00,Tuesday,01-02-2024
9833,J.C. Nagar,Bommanahalli,15928,34,13:00,Sunday,11-02-2024
9834,J.C. Nagar,Hotel Windsor Manor (Le Meride,6703,15,20:20,Saturday,21-02-2024
9835,J.C. Nagar,Halasuru (Ulsoor),8427,20,09:30,Monday,10-02-2024
9836,J.C. Nagar,Taj Residency,6558,15,05:30,Monday,03-02-2024
9837,J.C. Nagar,Agara,10143,17,11:40,Friday,19-02-2024
9838,J.C. Nagar,Accenture,9332,17,16:50,Friday,25-02-2024
9839,J.C. Nagar,Kalyananagar,7579,17,13:00,Friday,01-02-2024
9840,J.C. Nagar,Infosys (Parking Lot),4785,15,16:00,Wednesday,14-02-2024
9841,J.C. Nagar,Corporation (Kasturba Road),9730,27,23:30,Tuesday,04-02-2024
9842,J.C. Nagar,Hotel Le Meridean,14230,32,01:50,Friday,01-02-2024
9843,J.C. Nagar,Military Accounts Office (Trin,18585,42,21:20,Thursday,27-02-2024
9844,J.C. Nagar,Command Hospital,15489,34,21:40,Sunday,04-02-2024
9845,J.C. Nagar,Hotel Leela Palace (Opp Royal,13275,32,20:30,Monday,10-02-2024
